"year","team","conf","seed","postseason","barthag","barthag_perform","wab","wab_perform","w","adjoe","adjoe_perform","adjde","adjde_perform","tor","tord","orb","drb","ftr","ftrd","2p_o","2p_d","3p_o","3p_d","adj_t","actual_rounds","expected_rounds","round_perform","cinderella_matrix","cm_year_rank","avg_seed_cm","cm_perform","avg_round_cm","cm_round_perform"
2018,"Seton Hall","BE",8,"R32","0.8902","0.095","2.5","1.106",22,"117.8","6.576","98.2","-1.645","17.8","17.7","34.3","28.4","35.2","29.8","52.0","50.0","36.5","33.8","70.7",1,"0.80","0.200","5.226","21","2.325","2.901","2.709","2.517"
2023,"Arkansas","SEC",8,"S16","0.8894","0.094","0.4","-0.994",22,"111.9","0.676","93.3","3.255","18.1","20.5","30.8","27.9","39.3","39.5","52.5","47.4","31.3","31.1","69.5",2,"0.80","1.200","5.225","18","2.325","2.900","5.427","-0.202"
2021,"West Virginia","B12",3,"R32","0.9046","0.110","3.0","1.606",18,"115.9","4.676","95.3","1.255","17.0","20.7","35.6","31.3","39.4","28.5","46.4","51.3","35.7","32.3","69.6",1,"1.83","-0.830","5.211","20","7.944","-2.733","2.709","2.502"
2022,"Virginia Tech","ACC",11,"R64","0.9028","0.108","1.7","0.306",23,"115.6","4.376","95.2","1.355","17.0","18.7","27.8","26.2","24.5","25.6","52.6","49.3","39.2","32.3","63.3",0,"0.64","-0.640","5.199","18","0.224","4.975","-4.507","9.706"
2021,"LSU","SEC",8,"R32","0.8868","0.092","2.4","1.006",18,"119.3","8.076","99.8","-3.245","16.1","18.4","31.5","32.8","33.9","29.1","53.0","51.3","35.0","30.0","70.4",1,"0.80","0.200","5.123","21","2.325","2.798","2.709","2.414"
2016,"Arizona","P12",6,"R64","0.9022","0.107","3.4","2.006",25,"116.1","4.876","95.7","0.855","18.2","16.0","35.0","24.9","43.8","29.3","52.2","45.7","38.1","31.6","69.1",0,"0.73","-0.730","5.108","22","4.018","1.090","-4.507","9.615"
2023,"Xavier","BE",3,"S16","0.8890","0.094","5.4","4.006",27,"118.0","6.776","98.5","-1.945","17.2","16.2","30.8","25.0","31.4","27.0","53.8","48.6","39.0","35.8","70.5",2,"1.83","0.170","5.095","19","7.944","-2.849","5.427","-0.332"
2023,"Kansas","B12",1,"R32","0.9177","0.123","10.1","8.706",28,"113.8","2.576","92.3","4.255","17.5","20.2","28.7","28.7","29.8","31.1","53.0","47.2","34.7","31.0","69.0",1,"2.88","-1.880","5.074","20","14.255","-9.181","2.709","2.365"
2019,"UCF","Amer",9,"R32","0.8980","0.103","2.0","0.606",24,"112.7","1.476","93.3","3.255","17.6","18.0","29.5","29.6","45.3","29.2","52.0","44.5","36.5","31.3","66.4",1,"0.77","0.230","5.064","18","1.981","3.083","2.709","2.355"
2023,"Memphis","Amer",8,"R64","0.9030","0.108","4.7","3.306",26,"115.4","4.176","95.0","1.555","18.3","20.8","31.2","32.7","35.4","34.4","53.1","47.1","35.3","30.8","71.0",0,"0.80","-0.800","5.039","21","2.325","2.714","-4.507","9.546"
2017,"Marquette","BE",10,"R64","0.8881","0.093","0.6","-0.794",19,"121.8","10.576","101.8","-5.245","17.3","18.3","27.1","29.2","31.0","35.7","52.7","50.6","42.9","36.8","71.5",0,"0.50","-0.500","4.924","28","1.525","3.399","-4.507","9.431"
2015,"Iowa St.","B12",3,"R64","0.9103","0.115","7.0","5.606",25,"116.9","5.676","95.6","0.955","15.8","18.5","28.3","29.6","36.5","24.0","54.3","45.2","36.2","34.7","69.8",0,"1.83","-1.830","4.916","22","7.944","-3.028","-4.507","9.423"
2016,"Maryland","B10",5,"S16","0.8839","0.089","4.0","2.606",26,"114.9","3.676","96.3","0.255","18.9","16.4","29.1","29.9","37.0","27.0","55.8","45.5","36.2","32.1","67.9",2,"1.15","0.850","4.870","23","6.033","-1.163","5.427","-0.557"
2013,"Iowa St.","B12",10,"R32","0.8828","0.088","0.7","-0.694",23,"117.2","5.976","98.3","-1.745","18.5","18.6","34.2","28.5","33.0","32.7","51.9","48.8","37.4","31.1","69.6",1,"0.50","0.500","4.819","22","1.525","3.294","2.709","2.110"
2017,"Florida St.","ACC",3,"R32","0.9014","0.106","5.9","4.506",26,"115.4","4.176","95.2","1.355","16.4","19.5","33.8","29.8","38.4","37.3","54.4","45.4","34.7","34.9","72.8",1,"1.83","-0.830","4.807","29","7.944","-3.137","2.709","2.098"
2022,"Arkansas","SEC",4,"E8","0.8894","0.094","4.5","3.106",28,"108.7","-2.524","90.7","5.855","16.9","20.5","29.6","25.3","37.2","31.9","50.1","46.8","30.4","32.4","70.6",3,"1.67","1.330","4.755","19","7.137","-2.382","7.704","-2.949"
2019,"Wofford","SC",7,"R32","0.8892","0.094","4.0","2.606",30,"116.4","5.176","97.1","-0.545","16.1","19.1","31.8","25.2","27.8","31.8","53.9","50.6","41.4","32.6","67.1",1,"1.08","-0.080","4.645","19","2.839","1.806","2.709","1.936"
2019,"Florida","SEC",10,"R32","0.8947","0.100","0.7","-0.694",20,"110.3","-0.924","91.6","4.955","17.9","22.4","30.6","32.2","29.9","33.6","49.5","48.5","33.4","31.6","64.3",1,"0.50","0.500","4.631","20","1.525","3.106","2.709","1.922"
2014,"Ohio St.","B10",6,"R64","0.9107","0.116","4.5","3.106",25,"108.4","-2.824","88.5","8.055","17.2","21.9","29.6","29.6","42.3","29.8","51.1","45.9","32.4","29.3","65.4",0,"0.73","-0.730","4.617","24","4.018","0.599","-4.507","9.124"
2022,"Saint Mary's","WCC",5,"R32","0.9024","0.107","3.9","2.506",26,"109.8","-1.424","90.5","6.055","17.0","19.2","27.4","21.7","23.3","25.1","52.5","47.0","35.5","34.3","63.7",1,"1.15","-0.150","4.588","20","6.033","-1.445","2.709","1.879"
2017,"Wake Forest","ACC",11,"R68","0.8831","0.088","1.3","-0.094",19,"122.4","11.176","102.6","-6.045","16.4","16.2","30.7","27.7","40.7","38.0","52.1","52.1","38.5","35.8","72.0",0,"0.64","-0.640","4.579","30","0.224","4.355","-9.897","14.476"
2023,"Kansas St.","B12",3,"E8","0.8803","0.085","4.2","2.806",26,"112.6","1.376","94.7","1.855","19.3","21.0","29.9","30.3","36.1","36.3","52.8","49.2","34.3","30.8","69.8",3,"1.83","1.170","4.486","22","7.944","-3.458","7.704","-3.218"
2021,"Virginia","ACC",4,"R64","0.9079","0.113","3.4","2.006",18,"114.6","3.376","93.9","2.655","15.4","15.2","23.1","22.6","22.0","24.6","55.3","46.1","38.1","34.0","59.9",0,"1.67","-1.670","4.474","22","7.137","-2.663","-4.507","8.981"
2022,"Michigan","B10",11,"S16","0.8741","0.079","0.2","-1.194",19,"113.9","2.676","96.2","0.355","17.3","14.7","31.0","24.0","29.4","25.6","52.7","50.4","33.9","32.4","66.4",2,"0.64","1.360","4.470","21","0.224","4.246","5.427","-0.957"
2014,"San Diego St.","MWC",4,"S16","0.8960","0.101","6.0","4.606",29,"109.4","-1.824","90.7","5.855","15.2","20.6","36.1","29.4","45.1","32.4","45.1","43.5","34.2","30.8","64.0",2,"1.67","0.330","4.462","25","7.137","-2.675","5.427","-0.965"
2018,"Florida St.","ACC",9,"E8","0.8631","0.068","0.9","-0.494",23,"113.2","1.976","96.4","0.155","17.8","19.4","32.3","29.8","37.0","32.4","53.6","45.4","35.0","35.5","72.5",3,"0.77","2.230","4.429","22","1.981","2.448","7.704","-3.275"
2015,"Texas","B12",11,"R64","0.9048","0.110","0.9","-0.494",20,"110.3","-0.924","90.7","5.855","20.1","14.0","37.9","28.6","36.6","34.8","48.3","37.7","33.8","34.7","62.8",0,"0.64","-0.640","4.401","23","0.224","4.177","-4.507","8.908"
2014,"North Carolina","ACC",6,"R32","0.8883","0.093","4.2","2.806",24,"113.4","2.176","94.7","1.855","16.9","19.3","38.1","31.3","42.9","41.4","49.7","46.7","33.6","31.7","70.8",1,"0.73","0.270","4.394","26","4.018","0.376","2.709","1.685"
2019,"Mississippi St.","SEC",5,"R64","0.8980","0.103","4.5","3.106",23,"116.9","5.676","96.8","-0.245","19.2","19.5","34.7","29.6","32.7","32.1","53.4","48.4","37.7","35.7","69.0",0,"1.15","-1.150","4.384","21","6.033","-1.649","-4.507","8.891"
2016,"Baylor","B12",5,"R64","0.8924","0.097","3.5","2.106",21,"119.3","8.076","99.2","-2.645","18.6","19.8","40.0","28.8","38.6","38.6","49.8","49.1","37.4","36.9","67.4",0,"1.15","-1.150","4.378","24","6.033","-1.655","-4.507","8.885"
2023,"West Virginia","B12",9,"R64","0.8933","0.098","1.5","0.106",19,"117.2","5.976","97.5","-0.945","18.5","20.9","34.0","29.3","39.4","38.7","50.9","50.8","35.0","34.0","68.4",0,"0.77","-0.770","4.359","23","1.981","2.378","-4.507","8.866"
2023,"Michigan St.","B10",7,"S16","0.8771","0.082","2.4","1.006",21,"114.4","3.176","96.4","0.155","16.4","14.8","27.6","25.2","27.2","28.0","48.2","48.7","39.3","32.4","64.6",2,"1.08","0.920","4.333","24","2.839","1.494","5.427","-1.094"
2013,"North Carolina","ACC",8,"R32","0.8902","0.095","2.5","1.106",24,"111.6","0.376","93.0","3.555","17.2","21.5","34.6","31.6","28.2","27.1","46.3","46.3","37.2","34.4","71.4",1,"0.80","0.200","4.226","23","2.325","1.901","2.709","1.517"
2021,"BYU","WCC",6,"R64","0.8991","0.104","3.3","1.906",20,"112.8","1.576","93.3","3.255","19.0","16.0","28.6","23.3","27.8","29.4","54.5","45.5","37.3","32.4","68.2",0,"0.73","-0.730","4.205","23","4.018","0.187","-4.507","8.712"
2019,"Louisville","ACC",7,"R64","0.9023","0.107","2.3","0.906",20,"112.9","1.676","93.1","3.455","17.5","16.1","29.1","25.9","34.9","32.0","50.6","46.0","34.2","32.0","68.6",0,"1.08","-1.080","4.158","22","2.839","1.319","-4.507","8.665"
2016,"Seton Hall","BE",6,"R64","0.9014","0.106","5.3","3.906",25,"110.8","-0.424","91.4","5.155","19.4","19.5","34.7","30.8","40.4","33.8","48.8","44.3","34.7","31.7","70.4",0,"0.73","-0.730","4.107","25","4.018","0.089","-4.507","8.614"
2017,"Creighton","BE",6,"R64","0.8931","0.098","4.3","2.906",25,"114.5","3.276","95.2","1.355","17.1","19.3","24.2","29.6","27.9","29.3","56.4","50.2","39.8","33.0","72.7",0,"0.73","-0.730","3.999","31","4.018","-0.019","-4.507","8.506"
2019,"Maryland","B10",6,"R32","0.8875","0.092","4.2","2.806",23,"111.6","0.376","93.3","3.255","19.4","14.1","34.1","24.8","32.8","26.6","50.8","44.7","34.9","31.9","67.7",1,"0.73","0.270","3.993","23","4.018","-0.025","2.709","1.284"
2019,"Buffalo","MAC",6,"R32","0.8819","0.087","5.5","4.106",32,"113.6","2.376","95.3","1.255","16.0","20.3","31.7","26.9","32.7","31.9","55.7","49.3","33.7","29.3","74.9",1,"0.73","0.270","3.988","24","4.018","-0.030","2.709","1.279"
2019,"Kansas St.","B12",4,"R64","0.9151","0.120","6.5","5.106",25,"108.0","-3.224","87.8","8.755","17.4","22.8","28.3","25.7","30.6","30.7","48.9","49.0","33.4","31.4","64.9",0,"1.67","-1.670","3.981","25","7.137","-3.156","-4.507","8.488"
2016,"Iowa","B10",7,"R32","0.8853","0.090","2.0","0.606",22,"114.4","3.176","95.8","0.755","14.8","18.8","31.9","31.3","33.0","25.0","48.7","48.7","37.4","31.3","69.8",1,"1.08","-0.080","3.941","26","2.839","1.102","2.709","1.232"
2021,"Texas","B12",3,"R64","0.9058","0.111","4.2","2.806",19,"113.8","2.576","93.5","3.055","20.2","17.8","31.3","26.9","34.0","36.7","52.4","45.8","35.7","32.3","69.1",0,"1.83","-1.830","3.912","24","7.944","-4.032","-4.507","8.419"
2015,"North Carolina St.","ACC",8,"S16","0.8684","0.073","1.1","-0.294",22,"114.1","2.876","96.8","-0.245","16.0","14.9","33.9","30.2","35.3","34.7","47.3","43.6","35.6","33.0","64.7",2,"0.80","1.200","3.904","24","2.325","1.579","5.427","-1.523"
2019,"Wisconsin","B10",5,"R64","0.9089","0.114","6.3","4.906",23,"108.2","-3.024","88.6","7.955","14.6","17.2","24.5","26.5","27.3","25.8","49.7","44.1","35.9","31.5","65.0",0,"1.15","-1.150","3.895","26","6.033","-2.138","-4.507","8.402"
2021,"Tennessee","SEC",5,"R64","0.9072","0.112","2.4","1.006",18,"108.8","-2.424","89.2","7.355","18.2","22.9","31.4","28.6","35.1","31.1","49.8","44.8","33.8","31.8","66.9",0,"1.15","-1.150","3.893","25","6.033","-2.140","-4.507","8.400"
2015,"Georgetown","BE",4,"R32","0.8945","0.099","3.7","2.306",22,"112.6","1.376","93.5","3.055","19.2","20.2","34.3","31.0","43.9","44.1","50.5","43.1","35.3","36.2","64.6",1,"1.67","-0.670","3.860","25","7.137","-3.277","2.709","1.151"
2023,"Auburn","SEC",9,"R32","0.8829","0.088","1.1","-0.294",21,"113.1","1.876","94.9","1.655","17.7","18.9","32.8","32.4","36.3","38.9","50.7","47.0","31.5","28.8","67.6",1,"0.77","0.230","3.849","25","1.981","1.868","2.709","1.140"
2018,"Loyola Chicago","MVC",11,"F4","0.8444","0.049","2.0","0.606",32,"110.5","-0.724","95.4","1.155","19.1","19.4","22.1","25.9","32.2","25.2","56.6","47.1","39.8","32.0","66.4",4,"0.64","3.360","3.840","23","0.224","3.616","7.121","-3.281"
2016,"VCU","A10",10,"R32","0.8811","0.086","-0.1","-1.494",25,"112.1","0.876","94.2","2.355","16.3","21.4","33.2","27.7","32.2","36.8","50.1","48.6","35.2","33.7","70.3",1,"0.50","0.500","3.817","27","1.525","2.292","2.709","1.108"
2013,"Colorado St.","MWC",8,"R32","0.8759","0.081","1.9","0.506",24,"116.6","5.376","98.4","-1.845","17.2","16.5","41.4","23.2","44.1","36.4","48.4","47.1","34.1","34.1","64.8",1,"0.80","0.200","3.812","24","2.325","1.487","2.709","1.103"
2013,"Saint Mary's","WCC",11,"R64","0.8910","0.096","2.5","1.106",27,"113.9","2.676","94.9","1.655","18.3","17.9","36.9","25.0","37.0","36.9","52.3","44.0","37.3","36.7","64.8",0,"0.64","-0.640","3.787","25","0.224","3.563","-4.507","8.294"
2018,"TCU","B12",6,"R64","0.8804","0.085","2.2","0.806",21,"119.5","8.276","100.5","-3.945","17.8","17.4","34.2","26.1","34.1","30.5","55.1","50.1","39.4","37.6","70.0",0,"0.73","-0.730","3.686","24","4.018","-0.332","-4.507","8.193"
2023,"Kentucky","SEC",6,"R32","0.8738","0.079","1.6","0.206",22,"115.7","4.476","97.7","-1.145","17.4","16.6","39.2","25.0","31.9","29.9","50.0","48.6","34.7","32.4","65.8",1,"0.73","0.270","3.680","26","4.018","-0.338","2.709","0.971"
2022,"Illinois","B10",4,"R32","0.8943","0.099","4.2","2.806",23,"111.9","0.676","93.0","3.555","18.1","15.5","33.1","26.6","32.0","28.2","51.4","45.2","35.9","31.9","67.1",1,"1.67","-0.670","3.660","22","7.137","-3.477","2.709","0.951"
2022,"Miami FL","ACC",10,"E8","0.8467","0.052","2.6","1.206",26,"113.6","2.376","97.9","-1.345","14.0","20.4","22.4","30.3","28.9","24.8","54.8","53.0","33.9","34.5","67.7",3,"0.50","2.500","3.583","23","1.525","2.058","7.704","-4.121"
2021,"UCLA","P12",11,"F4","0.8350","0.040","1.0","-0.394",17,"112.3","1.076","97.5","-0.945","16.6","17.6","30.4","24.4","32.6","28.0","50.6","49.4","36.7","35.1","64.7",4,"0.64","3.360","3.531","26","0.224","3.307","7.121","-3.590"
2018,"Kansas St.","B12",9,"E8","0.8584","0.063","2.5","1.106",25,"109.6","-1.624","93.7","2.855","17.2","21.6","25.9","31.9","33.8","36.8","53.4","48.9","34.1","33.0","66.5",3,"0.77","2.230","3.524","25","1.981","1.543","7.704","-4.180"
2014,"Oregon","P12",7,"R32","0.8720","0.077","2.6","1.206",24,"118.1","6.876","100.0","-3.445","16.1","18.9","32.2","31.9","43.8","47.8","51.0","49.4","38.9","32.4","69.3",1,"1.08","-0.080","3.428","27","2.839","0.589","2.709","0.719"
2018,"Creighton","BE",8,"R64","0.8836","0.089","2.0","0.606",21,"116.2","4.976","97.4","-0.845","15.6","15.8","22.5","24.6","26.5","24.8","58.7","50.0","37.2","33.6","72.3",0,"0.80","-0.800","3.420","26","2.325","1.095","-4.507","7.927"
2016,"California","P12",4,"R64","0.9006","0.106","2.2","0.806",23,"112.4","1.176","92.8","3.755","17.7","14.1","32.4","25.3","41.7","37.5","51.1","41.5","36.3","34.7","68.8",0,"1.67","-1.670","3.367","28","7.137","-3.770","-4.507","7.874"
2017,"Vanderbilt","SEC",9,"R64","0.8898","0.095","0.1","-1.294",19,"112.5","1.276","93.8","2.755","18.2","16.1","24.8","27.0","34.8","30.7","48.1","46.8","37.6","33.8","67.0",0,"0.77","-0.770","3.356","32","1.981","1.375","-4.507","7.863"
2019,"Oregon","P12",12,"S16","0.8687","0.074","-1.1","-2.494",25,"108.1","-3.124","91.7","4.855","17.8","20.9","29.6","28.8","29.4","33.9","51.6","48.8","35.1","29.0","65.4",2,"0.45","1.550","3.355","27","-3.085","6.440","5.427","-2.072"
2021,"Purdue","B10",4,"R64","0.8994","0.104","3.8","2.406",18,"112.4","1.176","92.9","3.655","18.7","16.9","32.2","24.1","32.2","30.3","52.1","49.7","33.5","31.5","66.6",0,"1.67","-1.670","3.265","27","7.137","-3.872","-4.507","7.772"
2015,"West Virginia","B12",5,"S16","0.8733","0.078","4.1","2.706",25,"110.3","-0.924","93.3","3.255","18.7","28.0","40.1","31.1","40.4","55.5","45.5","51.8","31.6","36.5","68.6",2,"1.15","0.850","3.259","26","6.033","-2.774","5.427","-2.168"
2013,"Oregon","P12",12,"S16","0.8728","0.078","2.9","1.506",28,"104.8","-6.424","88.6","7.955","21.4","22.0","35.8","27.2","38.4","33.3","49.1","44.9","33.3","33.4","69.2",2,"0.45","1.550","3.159","26","-3.085","6.244","5.427","-2.268"
2021,"Kansas","B12",3,"R32","0.8964","0.101","4.2","2.806",20,"108.5","-2.724","90.0","6.555","17.7","20.0","30.9","26.9","30.5","26.5","49.3","45.9","33.8","32.6","68.2",1,"1.83","-0.830","3.102","28","7.944","-4.842","2.709","0.393"
2016,"Utah","P12",3,"R32","0.8807","0.086","5.6","4.206",26,"115.8","4.576","97.3","-0.745","18.2","15.3","29.2","27.8","37.9","23.0","55.5","44.5","36.3","37.1","66.9",1,"1.83","-0.830","3.087","29","7.944","-4.857","2.709","0.378"
2014,"Oklahoma","B12",5,"R64","0.8793","0.084","4.1","2.706",23,"118.2","6.976","99.4","-2.845","15.7","17.8","32.4","30.4","39.4","38.5","48.7","48.8","37.9","34.2","71.6",0,"1.15","-1.150","3.065","28","6.033","-2.968","-4.507","7.572"
2019,"Oklahoma","B12",9,"R32","0.8780","0.083","2.5","1.106",20,"110.5","-0.724","93.1","3.455","17.0","17.3","25.8","27.8","31.3","23.1","49.7","45.8","34.6","33.3","70.3",1,"0.77","0.230","3.044","28","1.981","1.063","2.709","0.335"
2013,"La Salle","A10",13,"S16","0.8516","0.057","0.3","-1.094",24,"112.0","0.776","96.2","0.355","17.1","21.3","29.0","34.2","31.3","28.5","49.3","50.6","37.7","30.2","66.0",2,"0.22","1.780","2.968","27","-6.387","9.355","5.427","-2.459"
2021,"Maryland","B10",10,"R32","0.8735","0.078","0.2","-1.194",16,"110.0","-1.224","93.0","3.555","16.8","16.9","20.9","24.8","32.6","25.6","52.8","46.4","34.9","34.3","65.4",1,"0.50","0.500","2.909","29","1.525","1.384","2.709","0.200"
2021,"St. Bonaventure","A10",9,"R64","0.8864","0.091","2.1","0.706",16,"111.1","-0.124","92.9","3.655","16.9","19.5","33.6","28.4","27.8","28.3","49.3","45.1","35.4","30.6","64.7",0,"0.77","-0.770","2.852","30","1.981","0.871","-4.507","7.359"
2021,"Georgia Tech","ACC",9,"R64","0.8820","0.087","1.9","0.506",17,"113.0","1.776","94.8","1.755","15.9","22.7","24.8","29.7","29.0","28.9","54.8","50.7","34.9","36.7","67.7",0,"0.77","-0.770","2.848","31","1.981","0.867","-4.507","7.355"
2019,"Cincinnati","Amer",7,"R64","0.8871","0.092","5.8","4.406",28,"112.3","1.076","93.8","2.755","16.0","20.9","37.4","29.3","37.6","30.5","47.6","45.1","34.5","35.5","65.0",0,"1.08","-1.080","2.843","29","2.839","0.004","-4.507","7.350"
2018,"Texas A&M","SEC",7,"S16","0.8640","0.069","1.9","0.506",22,"111.2","-0.024","94.7","1.855","19.2","15.3","33.9","27.3","32.0","27.6","52.5","45.7","32.9","32.6","70.3",2,"1.08","0.920","2.820","27","2.839","-0.019","5.427","-2.607"
2013,"Oklahoma St.","B12",5,"R64","0.8983","0.103","3.2","1.806",24,"107.1","-4.124","88.6","7.955","18.2","21.7","31.3","30.8","40.5","35.1","49.5","42.4","31.6","32.4","67.3",0,"1.15","-1.150","2.784","28","6.033","-3.249","-4.507","7.291"
2014,"VCU","A10",5,"R64","0.8955","0.100","3.6","2.206",26,"108.3","-2.924","89.8","6.755","17.2","25.6","34.9","30.8","35.2","39.7","45.6","48.8","34.9","30.3","70.8",0,"1.15","-1.150","2.781","29","6.033","-3.252","-4.507","7.288"
2017,"Kansas St.","B12",11,"R64","0.8818","0.087","1.7","0.306",21,"112.2","0.976","94.2","2.355","19.1","22.1","29.5","32.3","41.1","33.4","51.8","45.5","36.2","38.2","67.2",0,"0.64","-0.640","2.778","33","0.224","2.554","-4.507","7.285"
2023,"TCU","B12",6,"R32","0.8704","0.075","2.2","0.806",22,"111.7","0.476","94.6","1.955","16.7","21.6","32.2","30.5","34.1","30.1","51.5","49.2","31.0","30.8","69.7",1,"0.73","0.270","2.776","27","4.018","-1.242","2.709","0.067"
2017,"Rhode Island","A10",11,"R32","0.8717","0.077","0.4","-0.994",25,"111.1","-0.124","94.1","2.455","16.4","19.4","32.8","29.7","39.2","45.0","51.2","45.4","33.3","29.5","67.7",1,"0.64","0.360","2.768","34","0.224","2.544","2.709","0.059"
2015,"BYU","WCC",11,"R68","0.8699","0.075","0.8","-0.594",23,"118.3","7.076","100.3","-3.745","16.4","17.7","33.4","28.4","42.5","39.2","50.2","49.6","39.0","33.1","70.8",0,"0.64","-0.640","2.766","27","0.224","2.542","-9.897","12.663"
2013,"Missouri","SEC",9,"R64","0.8815","0.086","1.2","-0.194",23,"113.3","2.076","95.2","1.355","18.9","17.6","38.7","28.6","35.0","29.7","51.4","44.1","33.9","33.2","67.7",0,"0.77","-0.770","2.747","29","1.981","0.766","-4.507","7.254"
2016,"Connecticut","Amer",9,"R32","0.8732","0.078","1.2","-0.194",25,"110.5","-0.724","93.4","3.155","16.3","18.2","28.6","29.1","29.6","35.4","49.9","42.0","36.5","32.6","66.9",1,"0.77","0.230","2.739","30","1.981","0.758","2.709","0.030"
2018,"Nevada","MWC",7,"S16","0.8462","0.051","2.5","1.106",29,"118.9","7.676","102.5","-5.945","13.5","18.0","26.7","29.3","36.3","30.1","52.1","50.7","39.2","31.7","70.7",2,"1.08","0.920","2.702","28","2.839","-0.137","5.427","-2.725"
2023,"Penn St.","B10",10,"R32","0.8547","0.060","1.3","-0.094",23,"117.5","6.276","100.7","-4.145","13.7","13.1","19.2","25.6","21.3","25.5","53.1","49.2","38.7","32.7","64.3",1,"0.50","0.500","2.691","28","1.525","1.166","2.709","-0.018"
2013,"Kansas St.","B12",4,"R64","0.8896","0.095","5.4","4.006",26,"113.4","2.176","94.5","2.055","18.2","22.2","38.5","33.8","31.7","36.8","46.8","46.5","35.8","33.3","63.0",0,"1.67","-1.670","2.656","30","7.137","-4.481","-4.507","7.163"
2014,"Harvard","Ivy",12,"R32","0.8641","0.069","2.2","0.806",26,"111.9","0.676","95.2","1.355","17.6","21.1","32.3","29.3","48.4","36.3","49.7","44.9","38.6","32.7","65.5",1,"0.45","0.550","2.650","30","-3.085","5.735","2.709","-0.059"
2016,"Notre Dame","ACC",6,"E8","0.8269","0.032","2.3","0.906",24,"118.3","7.076","103.3","-6.745","15.3","14.8","32.7","32.1","32.9","26.0","52.9","46.5","37.4","36.9","65.5",3,"0.73","2.270","2.633","31","4.018","-1.385","7.704","-5.071"
2015,"Providence","BE",6,"R64","0.8821","0.087","3.7","2.306",22,"111.6","0.376","93.7","2.855","18.1","19.7","35.2","29.0","40.7","39.3","48.9","47.1","31.3","33.3","65.7",0,"0.73","-0.730","2.588","28","4.018","-1.430","-4.507","7.095"
2021,"Florida","SEC",7,"R32","0.8748","0.080","1.4","0.006",14,"110.6","-0.624","93.4","3.155","20.7","20.5","30.7","31.5","33.8","34.8","51.9","48.4","35.7","30.6","68.6",1,"1.08","-0.080","2.531","32","2.839","-0.308","2.709","-0.178"
2015,"Arkansas","SEC",5,"R32","0.8696","0.075","3.9","2.506",27,"113.2","1.976","96.0","0.555","16.9","22.3","35.7","34.6","37.3","38.8","48.8","46.2","34.9","35.2","69.9",1,"1.15","-0.150","2.456","29","6.033","-3.577","2.709","-0.253"
2023,"Texas A&M","SEC",7,"R64","0.8808","0.086","3.7","2.306",25,"113.8","2.576","95.7","0.855","18.3","20.9","36.7","30.4","45.1","34.7","48.8","47.2","32.6","33.0","66.0",0,"1.08","-1.080","2.437","29","2.839","-0.402","-4.507","6.944"
2013,"Illinois","B10",7,"R32","0.8749","0.080","2.4","1.006",21,"109.8","-1.424","92.7","3.855","17.6","21.7","33.6","33.0","31.0","36.0","47.4","47.4","31.7","34.1","66.1",1,"1.08","-0.080","2.431","31","2.839","-0.408","2.709","-0.278"
2023,"Maryland","B10",8,"R32","0.8658","0.071","1.0","-0.394",22,"112.6","1.376","95.8","0.755","16.5","18.4","30.0","28.1","34.3","28.4","51.8","47.4","32.8","32.3","64.3",1,"0.80","0.200","2.402","30","2.325","0.077","2.709","-0.307"
2017,"Michigan St.","B10",9,"R32","0.8661","0.071","0.4","-0.994",20,"111.6","0.376","94.9","1.655","20.5","15.9","29.2","27.3","33.5","34.7","52.9","44.1","37.3","34.6","68.1",1,"0.77","0.230","2.332","35","1.981","0.351","2.709","-0.377"
2022,"Ohio St.","B10",7,"R32","0.8612","0.066","1.3","-0.094",20,"115.5","4.276","98.5","-1.945","17.1","15.5","29.3","28.7","33.4","29.1","54.0","45.8","36.5","33.8","65.1",1,"1.08","-0.080","2.317","24","2.839","-0.522","2.709","-0.392"
2017,"Miami FL","ACC",8,"R64","0.8804","0.085","2.9","1.506",21,"110.8","-0.424","93.1","3.455","19.5","18.3","33.4","28.2","34.3","28.7","49.8","46.6","35.6","33.0","64.6",0,"0.80","-0.800","2.316","36","2.325","-0.009","-4.507","6.823"
2023,"Utah St.","MWC",10,"R64","0.8670","0.072","2.9","1.506",26,"115.4","4.176","98.0","-1.445","17.6","15.8","27.4","24.5","34.9","30.3","54.5","46.2","37.9","34.5","68.6",0,"0.50","-0.500","2.303","31","1.525","0.778","-4.507","6.810"
2016,"Saint Joseph's","A10",8,"R32","0.8600","0.065","3.4","2.006",28,"114.2","2.976","97.6","-1.045","14.3","16.1","28.3","25.8","37.4","25.0","52.3","49.2","32.7","31.1","70.9",1,"0.80","0.200","2.196","32","2.325","-0.129","2.709","-0.513"
2022,"TCU","B12",9,"R32","0.8698","0.075","2.9","1.506",21,"108.6","-2.624","92.1","4.455","21.4","18.6","37.7","26.1","31.4","26.9","50.3","48.0","30.2","30.9","65.9",1,"0.77","0.230","2.136","25","1.981","0.155","2.709","-0.573"
2022,"San Francisco","WCC",10,"R64","0.8748","0.080","1.6","0.206",24,"110.2","-1.024","93.0","3.555","17.9","18.4","30.0","24.0","28.5","33.0","54.4","48.7","34.3","28.9","69.0",0,"0.50","-0.500","2.111","26","1.525","0.586","-4.507","6.618"
